tool		Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4	Jip jip 1.0.4
jayhorn-recursive/UnsatFibonacci01.yml	false	false	0.363796285	0.7347720019997723	47.112192	OUT OF MEMORY (true)	13.54911953	13.551197004999267	4999.999488	false	1.55370211	1.5541596689981816	126.033920	OUT OF MEMORY (true)	13.566002888	13.568048758999794	4999.999488	false	1.546941601	1.547378157996718	125.808640	false	0.019187692	0.028441743001167197	37.007360	false	0.020072058	0.045638240000698715	37.101568	false	0.020022065	0.02930390400069882	36.962304	false	0.021375353	0.03061276999869733	37.040128	false	0.024002009	0.06510227400212898	36.962304	false	0.021480727	0.04458291400078451	37.072896
jayhorn-recursive/UnsatFibonacci02.yml	false	TIMEOUT (true)	20.39051652	40.25429582600009	282.165248	OUT OF MEMORY (true)	13.527800009	13.52985260100104	4999.999488	TIMEOUT (true)	21.027708607	21.030120971001452	795.561984	OUT OF MEMORY (true)	13.563021349	13.565000616999896	4999.999488	TIMEOUT (true)	21.036977658	21.03952428699995	767.561728	TIMEOUT (true)	21.109339859	21.111796286000754	2896.859136	TIMEOUT (true)	20.104072547	39.27955962000033	208.957440	TIMEOUT (true)	21.10123634	21.103906701002416	2874.281984	TIMEOUT (true)	21.023579929	21.02576814400163	488.222720	TIMEOUT (true)	17.627803833	51.29439614999865	2276.528128	TIMEOUT (true)	16.991365337	50.30061260500224	362.516480
MinePump/spec1-5_product1.yml	false	false	0.212524945	0.4142217990001882	39.124992	TIMEOUT (true)	21.094978818	21.097150205998332	2526.924800	false	0.253408468	0.25370540600124514	41.558016	TIMEOUT (true)	21.094189104	21.09654960700209	2527.453184	false	0.229001261	0.229341434998787	41.549824	false	0.231886962	0.23213844100246206	39.882752	false	0.178132639	0.35515511500034336	38.957056	false	0.230247819	0.23059035900223535	39.854080	false	0.15904983	0.1594241399980092	39.010304	false	0.254263513	0.659676056002354	39.849984	false	0.168241581	0.4872591690000263	39.137280
MinePump/spec1-5_product10.yml	false	false	0.217767844	0.4223397499999919	39.170048	TIMEOUT (true)	21.093380262	21.09568167800171	2479.382528	false	0.227408743	0.2278059279997251	41.586688	TIMEOUT (true)	21.092799681	21.095264083000075	2502.545408	false	0.232922161	0.23328835199936293	41.545728	false	0.239844972	0.240225271001691	39.960576	false	0.183822795	0.3546844370002873	39.014400	false	0.245189806	0.24548113700075191	39.981056	false	0.169318598	0.16965079099827562	39.112704	false	0.246842159	0.6411591359974409	39.919616	false	0.166960195	0.4846173939986329	39.202816
MinePump/spec1-5_product11.yml	false	false	1.369530219	2.731861543999912	68.947968	TIMEOUT (true)	21.093757626	21.09615590300018	2515.382272	false	2.196779318	2.197279398998944	119.119872	TIMEOUT (true)	21.094031521	21.096538386998873	2525.495296	false	2.044580903	2.045071079999616	118.824960	false	1.255746305	1.2561435210009222	101.109760	false	1.000598836	2.0043999469999108	64.667648	false	1.285496608	1.285991667999042	101.064704	false	0.970215893	0.9706670689993189	71.401472	false	1.338100475	3.9942240890013636	101.089280	false	1.041194857	3.112619456001994	71.491584
MinePump/spec1-5_product12.yml	false	false	1.231030072	2.456892827000047	62.771200	TIMEOUT (true)	21.09546255	21.098095764999016	2495.328256	false	1.813463901	1.8138922139987699	104.611840	TIMEOUT (true)	21.092885723	21.09531217500262	2493.087744	false	1.692797336	1.6933044159995916	104.620032	false	1.127967671	1.1284278730017832	87.040000	false	0.90706098	1.8051225149993115	59.523072	false	1.154583794	1.1550176570017356	87.171072	false	0.861083167	0.8614353349985322	65.482752	false	1.22999091	3.615872178997961	87.142400	false	1.044359636	3.1057493970001815	65.236992
MinePump/spec1-5_product13.yml	false	false	0.240698335	0.47714394300055574	39.223296	TIMEOUT (true)	21.09157472	21.094209899998532	2427.183104	false	0.271297905	0.27159079299963196	42.078208	TIMEOUT (true)	21.089989847	21.09259773300073	2417.377280	false	0.26387403	0.2642297189995588	42.110976	false	0.268399669	0.2687254850025056	39.989248	false	0.206906367	0.41391347399985534	39.071744	false	0.267353217	0.26771828699929756	40.022016	false	0.1847856	0.18507268800021848	39.198720	false	0.307928938	0.8308420249995834	40.022016	false	0.208646631	0.6105159059989091	39.231488
MinePump/spec1-5_product14.yml	false	false	0.241575366	0.4757828129995687	39.239680	TIMEOUT (true)	21.091575925	21.094058746999508	2417.483776	false	0.27742592	0.27777368599709007	42.209280	TIMEOUT (true)	21.090764805	21.09322663799685	2413.801472	false	0.262247588	0.26268443899971317	42.123264	false	0.270294682	0.2706250679984805	40.017920	false	0.207520058	0.4075672349999877	39.084032	false	0.271267721	0.2716153849978582	39.993344	false	0.187557354	0.18787825099934707	39.133184	false	0.293011506	0.8551518509993912	40.050688	false	0.218265037	0.6356078890021308	39.231488
MinePump/spec1-5_product15.yml	false	false	2.557854567	5.112679125999421	96.890880	TIMEOUT (true)	21.090517756	21.0929401420035	2407.784448	false	4.374825699	4.375497904999065	195.665920	TIMEOUT (true)	21.091329462	21.093739359999745	2433.503232	false	4.192877627	4.193615223000961	195.719168	false	2.688055771	2.6887173890063423	171.094016	false	1.961942893	3.910940073999882	88.846336	false	2.743272969	2.744023739000113	171.188224	false	1.907507622	1.9079438930020842	102.518784	false	2.793606988	8.348112602998299	171.126784	false	2.215073068	6.465546515999449	102.514688
MinePump/spec1-5_product16.yml	false	false	2.113452989	4.21838396000021	82.796544	TIMEOUT (true)	21.0909224	21.09372118900137	2412.425216	false	3.150229681	3.150812538999162	158.560256	TIMEOUT (true)	21.090356054	21.092869094998605	2407.129088	false	3.157693383	3.158252966000873	158.941184	false	2.190720811	2.191229887997906	131.088384	false	1.626834542	3.2530504879996442	76.984320	false	2.217876713	2.2184932290001598	131.145728	false	1.583951968	1.584437612000329	86.642688	false	2.40571068	7.020783256000868	131.129344	false	1.73330623	5.188818741000432	86.687744
MinePump/spec1-5_product2.yml	false	false	0.208435021	0.408325067000078	39.133184	TIMEOUT (true)	21.093784193	21.096251828003005	2510.807040	false	0.225696084	0.2260619709995808	41.566208	TIMEOUT (true)	21.093358733	21.095810954997432	2503.372800	false	0.224419272	0.22481063400118728	41.558016	false	0.230454691	0.2308879279953544	39.919616	false	0.179179646	0.35865557999932207	38.993920	false	0.231191058	0.23154881599839428	39.972864	false	0.161428071	0.16173009799967986	39.063552	false	0.237241064	0.6878961589973187	39.923712	false	0.166274415	0.4763846099995135	39.157760
MinePump/spec1-5_product3.yml	false	false	1.314601725	2.6238465180003914	68.308992	TIMEOUT (true)	21.094610759	21.09680875599952	2532.679680	false	2.04388866	2.0444271199994546	118.345728	TIMEOUT (true)	21.093442346	21.09586914600004	2528.501760	false	2.005536004	2.0060343670011207	118.423552	false	1.228095342	1.228601238995907	99.655680	false	0.984053696	1.9638062619997072	64.028672	false	1.251368321	1.2518090880003	99.614720	false	0.951403767	0.9519278999978269	70.725632	false	1.285998258	3.8525309479991847	99.676160	false	1.014402974	3.041258408000431	70.946816
MinePump/spec1-5_product4.yml	false	false	1.187630067	2.366428301000269	62.160896	TIMEOUT (true)	21.093610676	21.096097107998503	2499.190784	false	1.665661202	1.666045664002013	103.845888	TIMEOUT (true)	21.09361669	21.09573975100284	2492.104704	false	1.677099242	1.6776321129982534	103.968768	false	1.101452514	1.1019416369963437	86.024192	false	0.886009301	1.769127018999825	59.117568	false	1.12619601	1.1266822930010676	85.950464	false	0.851559708	0.8520333939995908	64.737280	false	1.162752198	3.4805669770030363	86.028288	false	0.898768833	2.674544697998499	64.716800
MinePump/spec1-5_product48.yml	false	false	0.247195653	0.485876680999354	39.616512	TIMEOUT (true)	21.088429275	21.09132640199823	2354.831360	false	0.271712233	0.2721323719997599	42.627072	TIMEOUT (true)	21.087939185	21.09046984499946	2354.192384	false	0.271472143	0.2718089289992349	42.606592	false	0.278524352	0.2788378620025469	40.292352	false	0.210295602	0.41287611899952026	39.231488	false	0.27548085	0.27594346899786615	40.251392	false	0.189151608	0.1896037240003352	39.297024	false	0.29918889	0.8926879270002246	40.292352	false	0.195895499	0.5644350389993633	39.399424
MinePump/spec1-5_product49.yml	false	false	0.248167374	0.48470268299934105	39.600128	TIMEOUT (true)	21.089221829	21.091736915001093	2354.434048	false	0.272117327	0.2724447950022295	42.606592	TIMEOUT (true)	21.087789065	21.090251816996897	2351.833088	false	0.268261324	0.268652294002095	42.602496	false	0.271746458	0.2721138790002442	40.284160	false	0.211553805	0.4112646980001955	39.219200	false	0.273074181	0.2734109150005679	40.243200	false	0.187698652	0.18816693500048132	39.350272	false	0.287683141	0.8524313279995113	40.316928	false	0.193158282	0.5583822820008209	39.395328
MinePump/spec1-5_product5.yml	false	false	0.233032966	0.4557405670002481	39.194624	TIMEOUT (true)	21.090746435	21.093654660002358	2442.747904	false	0.262010755	0.2623680910000985	42.065920	TIMEOUT (true)	21.090140615	21.092779063998023	2424.688640	false	0.25996099	0.26035696899998584	42.078208	false	0.261574917	0.26189684299606597	39.886848	false	0.203760684	0.398982407999938	39.026688	false	0.26655004	0.2668506849986443	39.985152	false	0.180297098	0.18067056599829812	39.198720	false	0.293440263	0.852476142001251	39.927808	false	0.185987958	0.5390461489987501	39.190528
MinePump/spec1-5_product50.yml	false	false	0.246781777	0.2976641209997979	39.493632	TIMEOUT (true)	21.087624946	21.090456981997704	2331.631616	false	0.279379321	0.2796938120009145	42.745856	TIMEOUT (true)	21.087678495	21.090175268996973	2331.586560	false	0.272422571	0.2727897330005362	42.700800	false	0.276651199	0.27694290799990995	40.280064	false	0.21378524	0.4286569129999407	39.239680	false	0.275111989	0.2754444290003448	40.378368	false	0.187909258	0.18825780200131703	39.333888	false	0.295827838	0.876523224000266	40.312832	false	0.209552705	0.6084155660028046	39.354368
MinePump/spec1-5_product51.yml	false	false	2.344020391	4.678545144999589	96.501760	TIMEOUT (true)	21.08822885	21.090493371000775	2354.331648	false	3.453950717	3.4546049059972574	181.252096	TIMEOUT (true)	21.088264605	21.090655444997537	2363.215872	false	3.479057937	3.479914527000801	181.391360	false	2.459842189	2.4603650420031045	158.425088	false	1.79065398	3.430703953000375	88.907776	false	2.470775788	2.4714178159993025	158.371840	false	1.759344984	1.7598541659972398	101.056512	false	2.609704762	7.802557688999514	158.408704	false	1.824071686	5.454120250997221	101.036032
MinePump/spec1-5_product52.yml	false	false	1.990959311	3.973893536000105	84.672512	TIMEOUT (true)	21.087928054	21.09080061900022	2337.017856	false	2.89740487	2.8979661549965385	151.142400	TIMEOUT (true)	21.088302302	21.090543962000083	2341.335040	false	2.900387912	2.9011860840000736	151.945216	false	2.074434933	2.075075574000948	126.398464	false	1.513096337	3.015629769000043	78.565376	false	2.075089891	2.075666660002753	126.406656	false	1.461478653	1.4619981499999994	87.760896	false	2.214552734	6.609248581000429	126.328832	false	1.534093985	4.557923481999751	87.810048
MinePump/spec1-5_product53.yml	false	false	0.240623951	0.4723954480004977	39.460864	TIMEOUT (true)	21.089031796	21.09153046999927	2372.116480	false	0.263761581	0.2641933410013735	42.598400	TIMEOUT (true)	21.089071262	21.09132106799734	2373.705728	false	0.268532498	0.26899341799799004	42.475520	false	0.263990288	0.26434055600111606	40.280064	false	0.209276393	0.4218544630002725	39.227392	false	0.266036006	0.2663759589995607	40.284160	false	0.187995491	0.18832892600039486	39.391232	false	0.283860821	0.8219525170025008	40.247296	false	0.205994001	0.5226758900025743	39.403520
MinePump/spec1-5_product54.yml	false	false	0.241466152	0.4745781330002501	39.469056	TIMEOUT (true)	21.088269613	21.090787668999837	2351.550464	false	0.263687449	0.2640877720004937	42.565632	TIMEOUT (true)	21.088060342	21.090723949997482	2355.638272	false	0.270243719	0.2707413880016247	42.549248	false	0.271478856	0.2718093939984101	40.284160	false	0.208379112	0.41049672099961754	39.235584	false	0.267582176	0.2679675569997926	40.263680	false	0.188563075	0.188920226002665	39.325696	false	0.281413751	0.830386974997964	40.304640	false	0.190307709	0.47739161800200236	39.411712
MinePump/spec1-5_product55.yml	false	false	2.022361808	4.04641881399948	88.027136	TIMEOUT (true)	21.087907005	21.090600312996685	2333.020160	false	3.060118844	3.060753949001082	159.784960	TIMEOUT (true)	21.088109318	21.09078071299882	2359.148544	false	3.008606645	3.0094727499999863	159.600640	false	2.049791907	2.050372616999084	148.807680	false	1.535056606	3.0657748980001998	81.993728	false	2.066889154	2.067424315999233	148.901888	false	1.492317219	1.4927429550007218	91.934720	false	2.122834704	6.192658007999853	148.922368	false	1.58615021	4.597475292001036	92.147712
MinePump/spec1-5_product56.yml	false	false	1.756377093	3.511221876999116	76.464128	TIMEOUT (true)	21.08832589	21.09089563499947	2357.452800	false	2.741125203	2.741684354001336	133.967872	TIMEOUT (true)	21.088205681	21.090501282000332	2358.501376	false	2.557832368	2.55846807999842	134.004736	false	1.744558641	1.7453592300007585	116.776960	false	1.318493788	2.6299397530001443	71.782400	false	1.751813579	1.7523590780001541	116.793344	false	1.273186317	1.2735866090006311	79.241216	false	1.821943679	5.455953273001796	116.867072	false	1.361836209	3.982725980000396	79.290368
MinePump/spec1-5_product6.yml	false	false	0.242312372	0.47660951299985754	39.190528	TIMEOUT (true)	21.09127206	21.093748163999408	2424.815616	false	0.258359806	0.25869579299978795	42.074112	TIMEOUT (true)	21.090112255	21.092344373999367	2426.785792	false	0.256291443	0.2566267059992242	42.057728	false	0.267023967	0.267619463003939	39.964672	false	0.202639413	0.4073574499998358	39.038976	false	0.263124941	0.26346790100069484	39.952384	false	0.181178096	0.18154346300070756	39.198720	false	0.273391242	0.8059921310014033	39.931904	false	0.188918568	0.5456044269994891	39.198720
MinePump/spec1-5_product7.yml	false	false	2.527459469	5.054578993000177	96.104448	TIMEOUT (true)	21.090375835	21.09294103100183	2435.039232	false	4.439153627	4.440189275999728	194.887680	TIMEOUT (true)	21.089582968	21.09233716699964	2431.537152	false	4.166725611	4.167500679999648	195.158016	false	2.622252129	2.6228669510019245	168.599552	false	1.917022638	3.830776202999914	87.859200	false	2.646141252	2.646919196999079	168.558592	false	1.877543582	1.8780607850021624	101.396480	false	2.798359234	8.04729032600153	168.677376	false	1.939061649	5.804626047000056	101.601280
MinePump/spec1-5_product8.yml	false	false	2.084797603	4.167270491998352	81.993728	TIMEOUT (true)	21.09084404	21.0935637290022	2430.775296	false	3.197800241	3.1984880689997226	157.622272	TIMEOUT (true)	21.08937343	21.091917158002616	2421.805056	false	3.122687536	3.1232947089993104	157.843456	false	2.145644692	2.1461904530005995	129.384448	false	1.608125799	3.203769480000119	76.152832	false	2.160520775	2.1611734609978157	129.417216	false	1.549282452	1.5497838400006003	85.938176	false	2.28285712	6.842463176002639	129.409024	false	1.703103387	4.993585577001795	85.917696
